date,hour,普洱,汉中,雅安,北海,黑河
20220616,19,11.0,14.0,19.0,8.0,13.0
20220616,20,12.0,13.0,20.0,8.0,12.0
20220616,21,11.0,20.0,22.0,8.0,11.0
20220616,22,9.0,30.0,21.0,8.0,14.0
20220616,23,9.0,29.0,19.0,9.0,15.0
20220617,0,7.0,29.0,18.0,9.0,13.0
20220617,1,8.0,26.0,16.0,9.0,10.0
20220617,2,6.0,22.0,15.0,10.0,10.0
20220617,3,6.0,20.0,14.0,8.0,11.0
20220617,4,7.0,18.0,14.0,8.0,8.0
20220617,5,6.0,18.0,14.0,10.0,9.0
20220617,6,10.0,18.0,14.0,7.0,10.0
20220617,7,11.0,19.0,14.0,8.0,8.0
20220617,8,14.0,21.0,16.0,11.0,9.0
20220617,9,11.0,23.0,18.0,8.0,9.0
20220617,10,8.0,26.0,18.0,14.0,6.0
20220617,11,6.0,23.0,18.0,11.0,6.0
20220617,12,6.0,19.0,18.0,7.0,6.0
20220617,13,3.0,19.0,17.0,12.0,8.0
20220617,14,5.0,18.0,17.0,11.0,9.0
20220617,15,5.0,18.0,20.0,11.0,10.0
20220617,16,5.0,17.0,23.0,11.0,10.0
20220617,17,5.0,18.0,29.0,12.0,11.0
20220617,18,5.0,20.0,30.0,13.0,10.0
20220617,19,5.0,21.0,32.0,10.0,10.0
20220617,20,5.0,22.0,37.0,15.0,14.0
20220617,21,7.0,29.0,40.0,11.0,13.0
20220617,22,10.0,33.0,41.0,12.0,11.0
20220617,23,8.0,34.0,38.0,10.0,16.0
20220618,0,7.0,34.0,34.0,11.0,12.0
20220618,1,5.0,32.0,31.0,12.0,11.0
20220618,2,5.0,32.0,28.0,11.0,12.0
20220618,3,5.0,26.0,29.0,12.0,9.0
20220618,4,6.0,22.0,29.0,9.0,8.0
20220618,5,7.0,21.0,30.0,12.0,10.0
20220618,6,8.0,21.0,31.0,10.0,9.0
20220618,7,6.0,22.0,29.0,13.0,7.0
20220618,8,5.0,25.0,29.0,14.0,10.0
20220618,9,8.0,26.0,29.0,12.0,12.0
20220618,10,8.0,26.0,30.0,12.0,11.0
20220618,11,6.0,25.0,29.0,14.0,11.0
20220618,12,8.0,25.0,32.0,11.0,11.0
20220618,13,9.0,24.0,27.0,14.0,7.0
20220618,14,7.0,26.0,28.0,15.0,6.0
20220618,15,7.0,26.0,28.0,12.0,5.0
20220618,16,7.0,24.0,28.0,13.0,6.0
20220618,17,6.0,24.0,28.0,15.0,9.0
20220618,18,7.0,24.0,26.0,10.0,8.0
20220618,19,6.0,22.0,31.0,13.0,12.0
20220618,20,8.0,26.0,38.0,9.0,11.0
20220618,21,8.0,32.0,39.0,12.0,11.0
20220618,22,6.0,34.0,41.0,11.0,14.0
20220618,23,7.0,34.0,37.0,12.0,13.0
20220619,0,6.0,32.0,39.0,12.0,9.0
20220619,1,5.0,32.0,33.0,9.0,14.0
20220619,2,4.0,32.0,30.0,8.0,12.0
20220619,3,4.0,30.0,28.0,9.0,7.0
20220619,4,5.0,29.0,26.0,13.0,9.0
20220619,5,5.0,26.0,25.0,9.0,10.0
20220619,6,6.0,26.0,26.0,11.0,8.0
20220619,7,7.0,24.0,25.0,17.0,7.0
20220619,8,7.0,31.0,23.0,12.0,9.0
20220619,9,6.0,30.0,21.0,12.0,11.0
20220619,10,5.0,27.0,21.0,13.0,8.0
20220619,11,4.0,20.0,20.0,13.0,9.0
20220619,12,6.0,16.0,19.0,14.0,9.0
20220619,13,6.0,15.0,20.0,15.0,9.0
20220619,14,4.0,14.0,18.0,16.0,9.0
20220619,15,6.0,13.0,18.0,15.0,7.0
20220619,16,5.0,13.0,20.0,12.0,7.0
20220619,17,5.0,13.0,20.0,9.0,8.0
20220619,18,5.0,14.0,26.0,9.0,11.0
20220619,19,6.0,15.0,30.0,11.0,9.0
20220619,20,7.0,15.0,28.0,9.0,9.0
20220619,21,8.0,14.0,27.0,10.0,9.0
20220619,22,10.0,17.0,28.0,11.0,10.0
20220619,23,12.0,16.0,29.0,12.0,12.0
20220620,0,10.0,16.0,30.0,8.0,17.0
20220620,1,6.0,18.0,30.0,10.0,17.0
20220620,2,5.0,19.0,30.0,9.0,16.0
20220620,3,6.0,18.0,28.0,8.0,15.0
20220620,4,5.0,16.0,28.0,9.0,13.0
20220620,5,4.0,15.0,27.0,11.0,13.0
20220620,6,4.0,15.0,26.0,10.0,8.0
20220620,7,5.0,14.0,25.0,12.0,7.0
20220620,8,4.0,16.0,26.0,8.0,12.0
20220620,9,4.0,15.0,25.0,8.0,13.0
20220620,10,6.0,13.0,25.0,9.0,12.0
20220620,11,7.0,13.0,28.0,10.0,10.0
20220620,12,6.0,13.0,31.0,10.0,9.0
20220620,13,5.0,10.0,35.0,7.0,9.0
20220620,14,5.0,12.0,39.0,9.0,13.0
20220620,15,5.0,12.0,35.0,11.0,15.0
20220620,16,5.0,11.0,31.0,16.0,9.0
20220620,17,5.0,10.0,33.0,14.0,8.0
20220620,18,9.0,10.0,38.0,14.0,7.0
20220620,19,10.0,9.0,34.0,16.0,7.0
20220620,20,8.0,9.0,33.0,13.0,7.0
20220620,21,8.0,9.0,33.0,16.0,8.0
20220620,22,7.0,10.0,36.0,13.0,8.0
20220620,23,8.0,9.0,37.0,15.0,9.0
20220621,0,12.0,10.0,41.0,11.0,9.0
20220621,1,8.0,10.0,45.0,14.0,6.0
20220621,2,6.0,12.0,44.0,10.0,8.0
20220621,3,6.0,12.0,45.0,12.0,7.0
20220621,4,5.0,10.0,45.0,11.0,7.0
20220621,5,5.0,8.0,42.0,9.0,7.0
20220621,6,5.0,9.0,38.0,9.0,10.0
20220621,7,6.0,10.0,36.0,14.0,8.0
20220621,8,6.0,9.0,34.0,10.0,9.0
20220621,9,5.0,10.0,34.0,10.0,10.0
20220621,10,5.0,10.0,34.0,12.0,8.0
20220621,11,4.0,10.0,36.0,14.0,10.0
20220621,12,4.0,9.0,43.0,12.0,11.0
20220621,13,4.0,9.0,53.0,12.0,11.0
20220621,14,4.0,9.0,63.0,13.0,9.0
20220621,15,3.0,9.0,59.0,11.0,8.0
20220621,16,7.0,8.0,52.0,14.0,6.0
20220621,17,7.0,9.0,51.0,10.0,6.0
20220621,18,6.0,10.0,58.0,13.0,11.0
20220621,19,8.0,10.0,60.0,11.0,7.0
20220621,20,11.0,12.0,57.0,14.0,7.0
20220621,21,10.0,12.0,56.0,14.0,11.0
20220621,22,9.0,14.0,56.0,8.0,13.0
20220621,23,7.0,15.0,53.0,9.0,12.0
20220622,0,9.0,14.0,49.0,8.0,9.0
20220622,1,9.0,13.0,47.0,9.0,7.0
20220622,2,6.0,11.0,42.0,9.0,7.0
20220622,3,6.0,9.0,42.0,9.0,8.0
20220622,4,6.0,9.0,40.0,10.0,7.0
20220622,5,8.0,9.0,39.0,13.0,9.0
20220622,6,9.0,10.0,39.0,12.0,10.0
20220622,7,6.0,10.0,39.0,14.0,9.0
20220622,8,5.0,12.0,41.0,11.0,7.0
20220622,9,5.0,13.0,40.0,12.0,9.0
20220622,10,5.0,13.0,41.0,11.0,8.0
20220622,11,5.0,15.0,48.0,11.0,8.0
20220622,12,6.0,16.0,51.0,12.0,6.0
20220622,13,5.0,17.0,49.0,9.0,8.0
20220622,14,7.0,17.0,46.0,9.0,8.0
20220622,15,7.0,18.0,51.0,10.0,7.0
20220622,16,6.0,16.0,56.0,13.0,10.0
20220622,17,6.0,19.0,56.0,9.0,8.0
20220622,18,9.0,18.0,54.0,10.0,8.0
20220622,19,9.0,11.0,62.0,12.0,10.0
20220622,20,9.0,6.0,48.0,10.0,8.0
20220622,21,6.0,5.0,46.0,15.0,15.0
20220622,22,8.0,5.0,43.0,24.0,14.0
20220622,23,7.0,4.0,40.0,25.0,17.0
20220623,0,7.0,4.0,31.0,19.0,18.0
20220623,1,8.0,4.0,18.0,21.0,13.0
20220623,2,9.0,4.0,8.0,23.0,12.0
20220623,3,7.0,5.0,1.0,8.0,14.0
20220623,4,6.0,5.0,3.0,8.0,12.0
20220623,5,6.0,6.0,3.0,8.0,11.0
20220623,6,6.0,6.0,3.0,7.0,11.0
20220623,7,7.0,7.0,3.0,9.0,10.0
20220623,8,6.0,8.0,3.0,7.0,7.0
20220623,9,10.0,9.0,3.0,11.0,6.0
20220623,10,6.0,8.0,2.0,9.0,9.0
20220623,11,6.0,8.0,3.0,9.0,9.0
20220623,12,7.0,8.0,4.0,8.0,8.0
20220623,13,6.0,8.0,3.0,10.0,7.0
20220623,14,6.0,7.0,2.0,10.0,8.0
20220623,15,5.0,7.0,2.0,10.0,9.0
20220623,16,7.0,7.0,3.0,6.0,10.0
20220623,17,5.0,6.0,2.0,9.0,8.0
20220623,18,5.0,7.0,3.0,10.0,7.0
20220623,19,5.0,8.0,3.0,9.0,11.0
20220623,20,5.0,9.0,4.0,9.0,7.0
20220623,21,5.0,14.0,4.0,10.0,9.0
20220623,22,7.0,17.0,4.0,11.0,10.0
20220623,23,6.0,14.0,4.0,7.0,8.0
20220624,0,8.0,14.0,3.0,8.0,7.0
20220624,1,6.0,15.0,3.0,7.0,6.0
20220624,2,11.0,16.0,3.0,5.0,7.0
20220624,3,8.0,16.0,3.0,4.0,6.0
20220624,4,6.0,15.0,3.0,5.0,8.0
20220624,5,7.0,14.0,3.0,4.0,7.0
20220624,6,6.0,13.0,3.0,6.0,6.0
20220624,7,7.0,15.0,4.0,4.0,5.0
20220624,8,6.0,15.0,4.0,5.0,7.0
20220624,9,9.0,14.0,5.0,5.0,6.0
20220624,10,8.0,19.0,7.0,6.0,8.0
20220624,11,6.0,16.0,9.0,6.0,6.0
20220624,12,6.0,16.0,11.0,4.0,7.0
20220624,13,7.0,14.0,13.0,7.0,6.0
20220624,14,6.0,13.0,20.0,7.0,6.0
20220624,15,5.0,12.0,26.0,6.0,5.0
20220624,16,5.0,11.0,31.0,6.0,6.0
20220624,17,5.0,12.0,37.0,2.0,7.0
20220624,18,4.0,12.0,33.0,3.0,7.0
20220624,19,4.0,12.0,33.0,2.0,9.0
20220624,20,8.0,15.0,34.0,6.0,13.0
20220624,21,7.0,20.0,36.0,7.0,12.0
20220624,22,6.0,26.0,40.0,6.0,10.0
20220624,23,6.0,26.0,38.0,6.0,7.0
20220625,0,9.0,22.0,37.0,7.0,5.0
20220625,1,7.0,19.0,33.0,8.0,8.0
20220625,2,7.0,18.0,33.0,11.0,12.0
20220625,3,6.0,17.0,30.0,13.0,9.0
20220625,4,8.0,16.0,29.0,11.0,9.0
20220625,5,5.0,16.0,25.0,10.0,11.0
20220625,6,5.0,15.0,25.0,10.0,9.0
20220625,7,4.0,15.0,22.0,7.0,6.0
20220625,8,4.0,15.0,20.0,7.0,6.0
20220625,9,4.0,14.0,16.0,4.0,6.0
20220625,10,5.0,13.0,16.0,3.0,9.0
20220625,11,5.0,14.0,20.0,5.0,9.0
20220625,12,4.0,16.0,21.0,5.0,9.0
20220625,13,4.0,15.0,24.0,5.0,10.0
20220625,14,4.0,13.0,22.0,5.0,13.0
20220625,15,5.0,13.0,26.0,4.0,14.0
20220625,16,5.0,14.0,39.0,4.0,9.0
20220625,17,5.0,14.0,45.0,3.0,8.0
20220625,18,5.0,16.0,39.0,4.0,8.0
20220625,19,5.0,20.0,36.0,3.0,7.0
20220625,20,6.0,24.0,37.0,3.0,9.0
20220625,21,8.0,22.0,37.0,3.0,9.0
20220625,22,14.0,24.0,33.0,4.0,16.0
20220625,23,12.0,24.0,30.0,6.0,13.0
20220626,0,9.0,22.0,28.0,8.0,11.0
20220626,1,7.0,21.0,28.0,6.0,12.0
20220626,2,6.0,21.0,28.0,6.0,10.0
20220626,3,7.0,19.0,27.0,6.0,10.0
20220626,4,6.0,18.0,26.0,5.0,7.0
20220626,5,6.0,18.0,20.0,4.0,5.0
20220626,6,5.0,18.0,15.0,3.0,6.0
20220626,7,5.0,20.0,10.0,4.0,9.0
20220626,8,5.0,21.0,10.0,5.0,8.0
20220626,9,5.0,23.0,9.0,7.0,6.0
20220626,10,8.0,22.0,8.0,8.0,9.0
20220626,11,6.0,15.0,8.0,4.0,12.0
20220626,12,5.0,14.0,7.0,3.0,12.0
20220626,13,5.0,14.0,6.0,7.0,9.0
20220626,14,5.0,13.0,5.0,7.0,9.0
20220626,15,5.0,13.0,6.0,4.0,9.0
20220626,16,5.0,13.0,8.0,4.0,8.0
20220626,17,5.0,13.0,8.0,7.0,9.0
20220626,18,5.0,11.0,8.0,6.0,8.0
20220626,19,5.0,10.0,9.0,6.0,9.0
20220626,20,7.0,11.0,12.0,4.0,12.0
20220626,21,6.0,10.0,10.0,6.0,10.0
20220626,22,6.0,10.0,6.0,6.0,11.0
20220626,23,5.0,10.0,6.0,5.0,16.0
20220627,0,8.0,10.0,5.0,10.0,13.0
20220627,1,8.0,10.0,2.0,13.0,13.0
20220627,2,6.0,11.0,2.0,11.0,15.0
20220627,3,5.0,14.0,2.0,8.0,14.0
20220627,4,5.0,13.0,1.0,7.0,11.0
20220627,5,5.0,10.0,1.0,7.0,12.0
20220627,6,5.0,11.0,1.0,4.0,15.0
20220627,7,8.0,11.0,2.0,5.0,11.0
20220627,8,7.0,13.0,2.0,9.0,13.0
20220627,9,5.0,13.0,3.0,7.0,9.0
20220627,10,6.0,14.0,4.0,5.0,8.0
20220627,11,7.0,15.0,4.0,4.0,6.0
20220627,12,6.0,16.0,6.0,5.0,5.0
20220627,13,5.0,16.0,6.0,4.0,4.0
20220627,14,5.0,17.0,5.0,5.0,5.0
20220627,15,7.0,16.0,6.0,4.0,9.0
20220627,16,5.0,16.0,7.0,3.0,14.0
20220627,17,5.0,18.0,8.0,5.0,14.0
20220627,18,5.0,20.0,9.0,5.0,12.0
20220627,19,9.0,17.0,11.0,4.0,13.0
20220627,20,9.0,15.0,12.0,7.0,11.0
20220627,21,8.0,14.0,14.0,6.0,12.0
20220627,22,7.0,16.0,15.0,7.0,11.0
20220627,23,8.0,18.0,16.0,7.0,13.0
20220628,0,7.0,19.0,15.0,7.0,10.0
20220628,1,6.0,18.0,15.0,6.0,14.0
20220628,2,5.0,17.0,15.0,6.0,10.0
20220628,3,8.0,16.0,15.0,7.0,10.0
20220628,4,6.0,15.0,15.0,6.0,9.0
20220628,5,7.0,15.0,14.0,6.0,11.0
20220628,6,9.0,15.0,13.0,7.0,12.0
20220628,7,8.0,16.0,14.0,6.0,11.0
20220628,8,7.0,17.0,14.0,7.0,10.0
20220628,9,6.0,17.0,14.0,7.0,10.0
20220628,10,5.0,17.0,16.0,11.0,7.0
20220628,11,4.0,17.0,17.0,7.0,6.0
20220628,12,4.0,17.0,18.0,6.0,8.0
20220628,13,5.0,16.0,18.0,12.0,8.0
20220628,14,5.0,16.0,19.0,10.0,7.0
20220628,15,5.0,16.0,18.0,12.0,6.0
20220628,16,5.0,17.0,18.0,12.0,8.0
20220628,17,6.0,17.0,18.0,12.0,11.0
20220628,18,6.0,16.0,19.0,9.0,11.0
20220628,19,6.0,17.0,19.0,10.0,11.0
20220628,20,6.0,19.0,19.0,11.0,11.0
20220628,21,8.0,22.0,18.0,10.0,11.0
20220628,22,6.0,24.0,17.0,9.0,12.0
20220628,23,5.0,17.0,17.0,9.0,9.0
20220629,0,6.0,15.0,15.0,9.0,8.0
20220629,1,6.0,16.0,15.0,16.0,7.0
20220629,2,5.0,16.0,15.0,26.0,9.0
20220629,3,5.0,17.0,14.0,27.0,11.0
20220629,4,5.0,16.0,14.0,18.0,11.0
20220629,5,5.0,13.0,12.0,11.0,12.0
20220629,6,5.0,13.0,12.0,12.0,8.0
20220629,7,5.0,13.0,12.0,11.0,10.0
20220629,8,8.0,14.0,12.0,9.0,8.0
20220629,9,10.0,14.0,13.0,13.0,6.0
20220629,10,7.0,13.0,14.0,10.0,5.0
20220629,11,6.0,13.0,14.0,11.0,7.0
20220629,12,6.0,13.0,14.0,13.0,5.0
20220629,13,6.0,14.0,13.0,9.0,6.0
20220629,14,6.0,13.0,13.0,10.0,7.0
20220629,15,6.0,13.0,12.0,10.0,8.0
20220629,16,7.0,12.0,13.0,13.0,5.0
20220629,17,6.0,13.0,11.0,9.0,8.0
20220629,18,5.0,13.0,14.0,12.0,9.0
20220629,19,5.0,17.0,17.0,12.0,8.0
20220629,20,6.0,16.0,19.0,15.0,8.0
20220629,21,6.0,19.0,18.0,16.0,10.0
20220629,22,9.0,21.0,16.0,22.0,11.0
20220629,23,11.0,22.0,15.0,32.0,12.0
20220630,0,9.0,25.0,13.0,20.0,12.0
20220630,1,8.0,23.0,12.0,13.0,10.0
20220630,2,6.0,18.0,12.0,7.0,13.0
20220630,3,5.0,18.0,12.0,7.0,13.0
20220630,4,6.0,17.0,12.0,6.0,7.0
20220630,5,5.0,17.0,12.0,13.0,6.0
20220630,6,4.0,17.0,12.0,12.0,7.0
20220630,7,6.0,17.0,12.0,16.0,7.0
20220630,8,5.0,20.0,12.0,13.0,7.0
20220630,9,6.0,20.0,12.0,11.0,5.0
20220630,10,5.0,20.0,12.0,16.0,7.0
20220630,11,5.0,21.0,11.0,12.0,8.0
20220630,12,13.0,21.0,11.0,10.0,8.0
20220630,13,11.0,21.0,10.0,8.0,7.0
20220630,14,15.0,20.0,9.0,9.0,7.0
20220630,15,10.0,20.0,8.0,6.0,7.0
20220630,16,8.0,19.0,7.0,9.0,6.0
20220630,17,7.0,19.0,7.0,15.0,8.0
20220630,18,11.0,19.0,7.0,21.0,5.0
20220630,19,12.0,19.0,6.0,19.0,9.0
20220630,20,11.0,19.0,6.0,23.0,9.0
20220630,21,8.0,19.0,6.0,55.0,11.0
20220630,22,8.0,15.0,6.0,75.0,19.0
20220630,23,14.0,15.0,5.0,40.0,18.0
20220701,0,18.0,13.0,5.0,19.0,16.0
20220701,1,12.0,14.0,5.0,21.0,14.0
20220701,2,8.0,13.0,5.0,17.0,12.0
20220701,3,9.0,14.0,5.0,18.0,10.0
20220701,4,7.0,14.0,5.0,13.0,4.0
20220701,5,6.0,14.0,5.0,12.0,10.0
20220701,6,5.0,14.0,6.0,10.0,10.0
20220701,7,5.0,15.0,6.0,7.0,10.0
20220701,8,6.0,17.0,6.0,11.0,10.0
20220701,9,6.0,17.0,6.0,12.0,7.0
20220701,10,5.0,17.0,6.0,10.0,6.0
20220701,11,5.0,17.0,7.0,12.0,7.0
20220701,12,5.0,15.0,7.0,10.0,7.0
20220701,13,6.0,16.0,7.0,11.0,9.0
20220701,14,6.0,14.0,8.0,10.0,8.0
20220701,15,5.0,14.0,9.0,10.0,6.0
20220701,16,6.0,15.0,11.0,9.0,7.0
20220701,17,7.0,15.0,11.0,8.0,10.0
20220701,18,6.0,16.0,11.0,8.0,11.0
20220701,19,7.0,15.0,14.0,11.0,7.0
20220701,20,6.0,15.0,13.0,15.0,9.0
20220701,21,7.0,19.0,12.0,19.0,7.0
20220701,22,5.0,23.0,11.0,20.0,8.0
20220701,23,5.0,26.0,10.0,13.0,7.0
20220702,0,5.0,26.0,10.0,12.0,10.0
20220702,1,8.0,22.0,9.0,10.0,10.0
20220702,2,6.0,19.0,9.0,8.0,13.0
20220702,3,7.0,17.0,9.0,9.0,13.0
20220702,4,7.0,16.0,10.0,6.0,13.0
20220702,5,8.0,14.0,12.0,5.0,10.0
20220702,6,9.0,13.0,16.0,5.0,10.0
20220702,7,10.0,13.0,17.0,5.0,12.0
20220702,8,7.0,16.0,16.0,5.0,14.0
20220702,9,22.0,14.0,19.0,8.0,15.0
20220702,10,13.0,14.0,19.0,6.0,11.0
20220702,11,13.0,13.0,19.0,5.0,10.0
20220702,12,8.0,13.0,18.0,8.0,8.0
20220702,13,6.0,13.0,23.0,10.0,11.0
20220702,14,6.0,13.0,23.0,15.0,10.0
20220702,15,5.0,13.0,24.0,15.0,7.0
20220702,16,5.0,14.0,23.0,9.0,5.0
20220702,17,6.0,13.0,20.0,8.0,5.0
20220702,18,5.0,14.0,17.0,8.0,5.0
20220702,19,5.0,10.0,18.0,9.0,9.0
20220702,20,6.0,8.0,19.0,8.0,8.0
20220702,21,12.0,9.0,20.0,10.0,9.0
20220702,22,13.0,10.0,20.0,9.0,10.0
20220702,23,14.0,9.0,20.0,8.0,10.0
20220703,0,12.0,9.0,20.0,8.0,8.0
20220703,1,9.0,10.0,20.0,5.0,6.0
20220703,2,8.0,12.0,21.0,4.0,7.0
20220703,3,7.0,12.0,20.0,4.0,9.0
20220703,4,8.0,13.0,20.0,5.0,9.0
20220703,5,6.0,12.0,19.0,4.0,8.0
20220703,6,6.0,12.0,19.0,4.0,8.0
20220703,7,7.0,13.0,19.0,5.0,7.0
20220703,8,9.0,14.0,18.0,2.0,12.0
20220703,9,8.0,14.0,20.0,4.0,8.0
20220703,10,6.0,13.0,25.0,3.0,8.0
20220703,11,5.0,13.0,29.0,6.0,7.0
20220703,12,7.0,12.0,29.0,4.0,9.0
20220703,13,6.0,11.0,31.0,4.0,6.0
20220703,14,6.0,10.0,30.0,9.0,5.0
20220703,15,9.0,9.0,26.0,13.0,4.0
20220703,16,10.0,8.0,27.0,13.0,4.0
20220703,17,7.0,8.0,27.0,10.0,5.0
20220703,18,6.0,8.0,27.0,7.0,7.0
20220703,19,6.0,8.0,31.0,5.0,10.0
20220703,20,6.0,9.0,37.0,5.0,10.0
20220703,21,8.0,10.0,35.0,5.0,13.0
20220703,22,12.0,13.0,35.0,4.0,12.0
20220703,23,11.0,14.0,33.0,4.0,15.0
20220704,0,12.0,12.0,33.0,5.0,16.0
20220704,1,9.0,14.0,34.0,8.0,16.0
20220704,2,9.0,14.0,34.0,5.0,14.0
20220704,3,7.0,15.0,27.0,6.0,11.0
20220704,4,6.0,16.0,24.0,4.0,10.0
20220704,5,7.0,16.0,23.0,4.0,9.0
20220704,6,7.0,15.0,22.0,4.0,10.0
20220704,7,13.0,16.0,22.0,5.0,7.0
20220704,8,8.0,18.0,21.0,7.0,9.0
20220704,9,6.0,16.0,17.0,6.0,9.0
20220704,10,6.0,16.0,24.0,7.0,6.0
20220704,11,5.0,16.0,27.0,9.0,6.0
20220704,12,6.0,13.0,32.0,11.0,4.0
20220704,13,4.0,13.0,37.0,6.0,6.0
20220704,14,4.0,11.0,26.0,8.0,5.0
20220704,15,4.0,10.0,27.0,10.0,5.0
20220704,16,7.0,9.0,26.0,9.0,6.0
20220704,17,5.0,9.0,27.0,9.0,7.0
20220704,18,5.0,8.0,27.0,8.0,8.0
20220704,19,4.0,8.0,30.0,8.0,11.0
20220704,20,5.0,9.0,33.0,7.0,11.0
20220704,21,5.0,14.0,35.0,7.0,13.0
20220704,22,9.0,16.0,35.0,5.0,14.0
20220704,23,7.0,21.0,34.0,7.0,19.0
20220705,0,6.0,18.0,33.0,4.0,16.0
20220705,1,5.0,18.0,33.0,10.0,14.0
20220705,2,5.0,16.0,33.0,9.0,10.0
20220705,3,4.0,16.0,34.0,8.0,12.0
20220705,4,4.0,12.0,33.0,7.0,13.0
20220705,5,4.0,12.0,33.0,6.0,13.0
20220705,6,4.0,11.0,30.0,8.0,10.0
20220705,7,6.0,12.0,25.0,7.0,9.0
20220705,8,5.0,12.0,23.0,10.0,7.0
20220705,9,5.0,12.0,22.0,8.0,8.0
20220705,10,5.0,11.0,19.0,6.0,6.0
20220705,11,4.0,10.0,17.0,7.0,5.0
20220705,12,4.0,11.0,18.0,10.0,4.0
20220705,13,4.0,10.0,22.0,9.0,5.0
20220705,14,4.0,9.0,23.0,7.0,8.0
20220705,15,5.0,10.0,27.0,7.0,10.0
20220705,16,5.0,10.0,29.0,6.0,15.0
20220705,17,6.0,12.0,37.0,8.0,15.0
20220705,18,6.0,12.0,38.0,9.0,14.0
20220705,19,5.0,12.0,37.0,8.0,10.0
20220705,20,9.0,12.0,38.0,10.0,10.0
20220705,21,9.0,12.0,35.0,10.0,9.0
20220705,22,9.0,15.0,34.0,6.0,14.0
20220705,23,7.0,19.0,34.0,7.0,16.0
20220706,0,8.0,20.0,33.0,7.0,16.0
20220706,1,6.0,18.0,33.0,7.0,15.0
20220706,2,6.0,15.0,34.0,6.0,14.0
20220706,3,5.0,16.0,34.0,3.0,13.0
20220706,4,5.0,16.0,33.0,2.0,11.0
20220706,5,4.0,13.0,30.0,3.0,11.0
20220706,6,6.0,13.0,28.0,2.0,9.0
20220706,7,5.0,14.0,25.0,3.0,11.0
20220706,8,5.0,13.0,23.0,4.0,12.0
20220706,9,5.0,11.0,22.0,3.0,12.0
20220706,10,4.0,11.0,22.0,6.0,11.0
20220706,11,7.0,14.0,20.0,4.0,10.0
20220706,12,7.0,14.0,25.0,3.0,7.0
20220706,13,6.0,16.0,26.0,4.0,6.0
20220706,14,5.0,15.0,27.0,4.0,7.0
20220706,15,5.0,15.0,28.0,5.0,9.0
20220706,16,5.0,14.0,26.0,2.0,12.0
20220706,17,5.0,15.0,25.0,9.0,12.0
20220706,18,6.0,15.0,27.0,6.0,11.0
20220706,19,7.0,15.0,28.0,2.0,11.0
20220706,20,8.0,16.0,29.0,4.0,11.0
20220706,21,7.0,21.0,30.0,4.0,11.0
20220706,22,8.0,27.0,28.0,4.0,9.0
20220706,23,6.0,24.0,28.0,4.0,11.0
20220707,0,6.0,24.0,28.0,4.0,11.0
20220707,1,5.0,25.0,29.0,2.0,10.0
20220707,2,6.0,20.0,29.0,3.0,10.0
20220707,3,10.0,18.0,29.0,8.0,10.0
20220707,4,8.0,19.0,29.0,4.0,13.0
20220707,5,7.0,17.0,28.0,2.0,10.0
20220707,6,6.0,16.0,27.0,3.0,8.0
20220707,7,5.0,17.0,27.0,4.0,11.0
20220707,8,6.0,17.0,26.0,3.0,7.0
20220707,9,7.0,17.0,25.0,4.0,8.0
20220707,10,6.0,15.0,26.0,7.0,7.0
20220707,11,6.0,13.0,27.0,8.0,6.0
20220707,12,6.0,13.0,27.0,7.0,6.0
20220707,13,5.0,12.0,29.0,5.0,4.0
20220707,14,4.0,11.0,31.0,4.0,6.0
20220707,15,5.0,13.0,36.0,4.0,9.0
20220707,16,5.0,13.0,31.0,3.0,7.0
20220707,17,5.0,13.0,23.0,6.0,6.0
20220707,18,8.0,13.0,20.0,8.0,8.0
20220707,19,10.0,13.0,19.0,9.0,11.0
20220707,20,11.0,14.0,18.0,9.0,10.0
20220707,21,16.0,19.0,18.0,5.0,10.0
20220707,22,13.0,22.0,18.0,6.0,10.0
20220707,23,14.0,20.0,18.0,3.0,10.0
20220708,0,10.0,19.0,19.0,4.0,12.0
20220708,1,7.0,22.0,20.0,5.0,11.0
20220708,2,6.0,29.0,20.0,3.0,15.0
20220708,3,6.0,28.0,19.0,6.0,12.0
20220708,4,6.0,21.0,20.0,9.0,12.0
20220708,5,8.0,19.0,19.0,9.0,11.0
20220708,6,8.0,19.0,20.0,7.0,8.0
20220708,7,6.0,20.0,20.0,10.0,9.0
20220708,8,9.0,20.0,20.0,8.0,7.0
20220708,9,10.0,21.0,22.0,9.0,6.0
20220708,10,8.0,19.0,25.0,9.0,6.0
20220708,11,7.0,15.0,28.0,10.0,6.0
20220708,12,6.0,16.0,29.0,8.0,6.0
20220708,13,6.0,16.0,30.0,9.0,6.0
20220708,14,5.0,16.0,30.0,10.0,6.0
20220708,15,6.0,16.0,22.0,9.0,6.0
20220708,16,9.0,16.0,22.0,8.0,8.0
20220708,17,8.0,16.0,20.0,6.0,6.0
20220708,18,6.0,17.0,18.0,7.0,5.0
20220708,19,5.0,17.0,19.0,9.0,4.0
20220708,20,11.0,18.0,21.0,6.0,5.0
20220708,21,11.0,22.0,19.0,6.0,6.0
20220708,22,11.0,25.0,19.0,4.0,5.0
20220708,23,10.0,23.0,19.0,3.0,6.0
20220709,0,8.0,22.0,19.0,5.0,7.0
20220709,1,7.0,23.0,20.0,3.0,8.0
20220709,2,6.0,24.0,21.0,4.0,9.0
20220709,3,5.0,22.0,22.0,4.0,9.0
